video,width,height,question,answer,qid
61072,480,270,what is the boy riding down the stairs,bicycle,FRAMEQA13279
604,224,400,what is the girl wearing outside,jacket,FRAMEQA31787
39112,283,198,how many teenage girls perform the dance routine in a classroom,two,FRAMEQA20261
4976,188,251,where is the female sitting down started dancing,chair,FRAMEQA18794
49525,353,209,how many men are walking alongside each other,two,FRAMEQA9017
35514,245,183,what is the color of the outfit,blue,FRAMEQA26935
20749,152,136,what is the man wearing and waving his hands,headphones,FRAMEQA20888
37392,369,269,where is the man with long hair cooking,kitchen,FRAMEQA141
100130,500,200,what is the person taking off and making funny faces,sunglasses,FRAMEQA17205
58909,320,180,what is the color of the shirt,black,FRAMEQA25688
53256,245,138,how many people are there standing up eating cake,five,FRAMEQA18452
85612,481,252,how many young men are holding hands and looking at each other,two,FRAMEQA30981
49844,400,237,what does the person open and there is a cat inside,drawer,FRAMEQA3540
70225,400,225,how many groups of cheerleaders perform jumping tricks,two,FRAMEQA51702
85449,360,191,what is the color of the hair,red,FRAMEQA37490
57064,480,270,where is the man singing,guitar,FRAMEQA46069
34842,300,225,what gets startled by the toaster and falls off the counter,cat,FRAMEQA11511
86374,500,260,what are racing down the road,cars,FRAMEQA22380
3575,248,345,how many people does there s standing outside with one turning to another,three,FRAMEQA10698
44289,393,257,where is the man with long arms walking,alley,FRAMEQA23369
23899,160,130,what is the man lighting,cigarette,FRAMEQA51911
27833,250,188,what is the color of the shirt,blue,FRAMEQA38613
96987,500,212,what is the color of the hair,black,FRAMEQA24095
91116,470,231,how many people are watching the girl getting hit by a ball,two,FRAMEQA25381
88382,500,251,how many men is sitting in recliner chairs shake rattles,three,FRAMEQA43941
38300,300,215,how many women help the third woman stand up,two,FRAMEQA51185
45918,479,301,how many young women sing and dance on stage,four,FRAMEQA27039
59225,320,180,what swims and the man throws him a basketball,dolphin,FRAMEQA31414
60974,320,180,how many fighters exchange kicks without making any contact,two,FRAMEQA35656
6283,500,618,how many men laugh and another gives back to one,four,FRAMEQA51342
71556,500,281,what is the color of the man,white,FRAMEQA45801
48162,465,281,what is the color of the tshirt,purple,FRAMEQA30924
76294,300,168,what do two men push down a hill,wheel,FRAMEQA1062
66282,360,202,what does the man rip off,shorts,FRAMEQA9757
1058,144,256,what jumps off of the cabinet and walks away,cat,FRAMEQA5258
46957,245,150,what are crashing and robots are running,cars,FRAMEQA9336
64960,260,146,what are lying together on the blanket,puppies,FRAMEQA29252
90402,250,125,what is stuck in the box and is walking on the floor,cat,FRAMEQA48852
56343,540,304,how many students take notes on their laptops as the teacher lectures,two,FRAMEQA20451
22245,400,337,what is standing next to the car and roars,dinosaur,FRAMEQA36871
30186,320,240,what is the man performing on stage and playing,drums,FRAMEQA37128
65986,360,202,what is the color of the woman,white,FRAMEQA5428
49872,303,179,how many people are walking up the set of stairs,two,FRAMEQA12307
9130,245,270,what is the color of the hair,black,FRAMEQA43506
46133,400,251,what is playing angry birds and is watching the birds,cat,FRAMEQA5384
24657,470,376,how many girl with black shirt are smiling as they look to the face,two,FRAMEQA1335
34984,300,225,what is the color of the hair,black,FRAMEQA35052
10027,227,240,what is looking up and moving around,cat,FRAMEQA22172
4404,192,256,what is burning in the brush,fir,FRAMEQA40154
93563,500,232,how many people are there all wearing black and walking,three,FRAMEQA49832
51245,540,310,what is the woman talking and wearing,lipstick,FRAMEQA2413
16585,500,500,what is the woman in a hat and green coat looking up and around,room,FRAMEQA49306
64130,260,146,how many men are looking at one another talking and laughing,two,FRAMEQA535
93201,500,235,what is an asian girl holding and smiling,jug,FRAMEQA7556
46795,303,186,how many men catch the falling baby on a rainy street,two,FRAMEQA10312
39097,317,223,what is there sitting on a rock,seal,FRAMEQA53049
95482,319,141,what is the driver riding on a dirt track,bicycle,FRAMEQA7677
51288,245,140,what is the man lighting up,cigarette,FRAMEQA47346
30121,320,240,what is the color of the chair,black,FRAMEQA11969
27380,268,202,how many people are boxing each other in a match,two,FRAMEQA32494
69296,400,225,what is latched onto the person s leg,koala,FRAMEQA12272
4598,240,320,what does the man hold,bird,FRAMEQA2373
89818,500,250,how many guys smile at the same time then look at the ground,two,FRAMEQA47502
59632,480,270,what is the woman closing and turning,door,FRAMEQA49465
51246,540,310,where is the guy taking serious a situation,room,FRAMEQA29682
37268,400,292,where are three people goofing around,room,FRAMEQA46967
53477,245,138,what is the color of the shirt,white,FRAMEQA28778
77933,448,251,where are the man and a woman filming themselves,car,FRAMEQA7467
37820,237,171,how many women are kissing each other with tongues,two,FRAMEQA10605
60468,320,180,how many men with whiskers drawn on their faces are moving their hands,two,FRAMEQA22506
92788,300,143,where does the person place a coin,bowl,FRAMEQA48234
55966,316,179,what slides around while the man tries to pick it up,motorcycle,FRAMEQA49061
63446,356,200,what is the color of the trees,green,FRAMEQA20520
72616,400,224,what is carrying the child car very fast,dog,FRAMEQA23975
93920,500,230,what is the color of the top,black,FRAMEQA11738
5695,177,224,what is the color of the jacket,green,FRAMEQA19015
91561,320,156,what is the color of the cat,brown,FRAMEQA22425
79615,500,279,what is the color of the swimwear,white,FRAMEQA35503
100145,500,200,what is the color of the dress,white,FRAMEQA44100
24179,500,403,what is the man smoking and holding a steering wheel,cigarette,FRAMEQA36405
24044,500,404,what is being blown up by the wind revealing her undergarments,skirt,FRAMEQA35205
24580,250,200,how many males throw water to another male who was sleeping,two,FRAMEQA18898
23786,251,204,what is this sticking out its tongue,goat,FRAMEQA15343
46304,399,249,what leaps off the couch into a mirror,cat,FRAMEQA772
72495,300,168,what are the man and a woman riding,bicycle,FRAMEQA13656
9558,271,293,what are having a fight and the one stands up on its back legs,cats,FRAMEQA42768
55051,500,282,what is the color of the dress,blue,FRAMEQA11803
10196,160,169,what is laughing and dancing,jewelry,FRAMEQA22822
3962,260,350,how many young boys are looking at something intently and smiling,two,FRAMEQA33407
35966,472,351,how many man walks up to another man who holds a ball in his hands,one,FRAMEQA26380
65410,310,174,what is playing on the floor,penguin,FRAMEQA39162
56463,398,224,where is the man exercising,gym,FRAMEQA7881
58378,480,270,what are the person riding,horse,FRAMEQA51502
70951,500,281,what is the color of the tie,green,FRAMEQA1702
71050,500,281,where are two men smiling,room,FRAMEQA23407
22814,350,288,what is the beautiful boy playing and hugging,puppy,FRAMEQA7133
33370,320,240,what does the girl lift up,sleeve,FRAMEQA26759
70879,450,253,where is the man laying and a woman looks at him,bed,FRAMEQA47927
101076,460,175,what are preening themselves one is lifting his wings and shimmying,penguins,FRAMEQA17275
67944,300,168,how many women is carrying large balls are colliding with each other and falling down in a field,two,FRAMEQA38724
52794,300,170,what does the man slowly remove up shirt,button,FRAMEQA5997
37020,300,220,how many boys are there one sitting one standing the boy standing pulls the other boy to his feet,two,FRAMEQA20212
42578,250,167,what is the young boy playing and rocking out,guitar,FRAMEQA15272
55530,331,187,what is the color of the car,black,FRAMEQA37441
86599,540,281,what is the color of the dress,black,FRAMEQA52605
75017,250,141,what is the woman spraying onto her face,paint,FRAMEQA25866
61617,480,270,what is the color of the stool,white,FRAMEQA50758
19528,216,202,what does the person with red hair sit and plays,guitar,FRAMEQA40380
57061,480,270,what is the color of the shirt,white,FRAMEQA42013
44060,245,160,how many women peer over the railing,three,FRAMEQA48593
63942,260,146,where does the child catch a ball,stadium,FRAMEQA12404
78502,245,137,what is the woman taking with a man,picture,FRAMEQA33187
95260,450,200,how many young girls are kissing in front of a light,two,FRAMEQA5079
60390,320,180,how many boys are sitting and the bed and talking,two,FRAMEQA37696
54799,500,282,what is the man wearing at something,stares,FRAMEQA44450
70394,500,280,what is the color of the hat,white,FRAMEQA42417
55746,536,302,what is swimming around in the tank,turtle,FRAMEQA40
73605,500,281,what is the color of the hair,purple,FRAMEQA10318
88929,500,250,how many performers both dressed in white tops and black trousers embrace on stage,two,FRAMEQA49575
35249,260,195,what is the color of the man,white,FRAMEQA15649
52256,484,277,what is the person riding and jumping over the street,bicycle,FRAMEQA23726
43078,260,173,what is the color of the jersey,red,FRAMEQA42807
35245,260,195,what is the color of the clothes,black,FRAMEQA40447
15583,352,352,what is falling down stairs when placed on them,dog,FRAMEQA27883
30575,320,240,what is the color of the shirt,black,FRAMEQA16224
34261,500,374,what is looking to the left then the right,crow,FRAMEQA48291
2911,220,320,where does the boy up laugh at a person next to him,button,FRAMEQA52111
43134,367,243,where does the man jump and twists his body in the air,room,FRAMEQA33902
77940,448,251,what is the color of the lingerie,white,FRAMEQA37651
93732,498,230,what is the woman wearing a red sweater is swinging around,cat,FRAMEQA20224
80579,500,277,how many boys are bumping their backs into each other,two,FRAMEQA47853
71038,400,224,what is the girl petting as her male friend watches,dog,FRAMEQA9535
12644,300,300,what is the woman unzipping at a modeling event,dress,FRAMEQA14497
28943,320,240,what is the color of the car,white,FRAMEQA394
90204,495,247,what are the bunch of people betting on stairs,money,FRAMEQA32334
10712,245,250,where is the woman laughing and leaning,chair,FRAMEQA51953
17360,245,245,how many thumbs is the man wearing black gives the up sign,two,FRAMEQA22706
63497,357,200,what are racing close together on the track,cars,FRAMEQA29839
76327,400,225,what is this licking a man who is sleeping,dog,FRAMEQA4524
43014,260,173,what does the dog wear,leash,FRAMEQA52335
59741,480,270,how many blond girls are doing mimicry and laughing together,two,FRAMEQA34275
9733,349,373,how many cat pounces on another and knocks him off the couch,one,FRAMEQA43717
84239,360,192,what does the white man apply to his face,sunglasses,FRAMEQA2368
34262,500,374,how many airplanes are flying side by side,four,FRAMEQA16977
44677,557,360,what is the man playing at a bar,pool,FRAMEQA14654
39912,374,260,what is waking up and then shaking its head,duck,FRAMEQA40806
41561,299,201,what is the color of the shirt,black,FRAMEQA10104
78545,245,136,what are playing around on the carpet,pugs,FRAMEQA28267
37350,384,281,what is the color of the container,green,FRAMEQA7772
55977,316,178,what annoys the cat by trying to put its mouth in the cat s mouth and then the cat runs away,monkey,FRAMEQA40309
63888,260,146,how many men are sitting at the table working on computers,two,FRAMEQA1738
47570,444,273,how many boys are dancing,two,FRAMEQA49386
67173,415,233,what is skidding as it turns on a wet road,car,FRAMEQA36208
78304,330,185,how many cyclists drive off of the race track and are thrown from their bikes,three,FRAMEQA12521
12513,300,300,what is the girl slowly riding,skateboard,FRAMEQA7640
101175,400,150,what does the man headbutt while playing soccer,ball,FRAMEQA2193
583,432,772,what swims by in an aquarium,fish,FRAMEQA46848
58934,480,270,what is the color of the dog,white,FRAMEQA47772
52784,375,212,what is the color of the cup,red,FRAMEQA3812
8619,160,181,what is the color of the hair,gray,FRAMEQA35639
73514,500,281,what is the man in a black shirt playing,guitar,FRAMEQA20759
62786,499,281,how many buddies are sitting together and talking to each other,two,FRAMEQA9555
101719,400,139,what is driving on the track in the rain,car,FRAMEQA15816
548,161,287,what is playing with the balloon,dog,FRAMEQA16814
53906,400,226,how many men are in the room filled with cash,two,FRAMEQA3887
100888,640,249,what is bouncing off the road,truck,FRAMEQA7629
14825,180,180,what did the woman ride down a street,scooter,FRAMEQA38503
82718,435,237,what is spinning out of control on a race track,car,FRAMEQA24390
553,161,287,what is the color of the stage,white,FRAMEQA50408
81951,500,275,how many men in suits sit side by side and give each other a nod,two,FRAMEQA44531
19199,180,171,what is catching balls in a basket that his owner is throwing,dog,FRAMEQA32274
